"","STATE","COUNTY","STNAME","CTYNAME","POPESTIMATE2019","FIPS","Confirmed","Deaths","case_rate","death_rate_conf","death_rate_pop","Mines","Mines.Label"
"45","42","089","Pennsylvania","Monroe County",170271,"42089",1024,48,601.394247992905,0.046875,28.1903553746674,0,"No Mines"
"46","42","091","Pennsylvania","Montgomery County",830915,"42091",3395,230,408.585715747098,0.0677466863033873,27.6803283127636,0,"No Mines"
"47","42","093","Pennsylvania","Montour County",18230,"42093",47,0,257.816785518376,0,0,1,"Mines"
"48","42","095","Pennsylvania","Northampton County",305285,"42095",1656,45,542.443945821118,0.0271739130434783,14.7403246147043,0,"No Mines"
"49","42","097","Pennsylvania","Northumberland County",90843,"42097",82,0,90.2656231079995,0,0,13,"Mines"
"50","42","099","Pennsylvania","Perry County",46272,"42099",23,1,49.7060857538036,0.0434782608695652,2.16113416320885,1,"Mines"
"51","42","101","Pennsylvania","Philadelphia County",1584064,"42101",11226,443,708.683487535857,0.0394619632994833,27.9660417760899,0,"No Mines"
"52","42","103","Pennsylvania","Pike County",55809,"42103",327,12,585.927001021341,0.036697247706422,21.5019082943611,0,"No Mines"
"53","42","105","Pennsylvania","Potter County",16526,"42105",4,0,24.204284158296,0,0,0,"No Mines"
"54","42","107","Pennsylvania","Schuylkill County",141359,"42107",290,5,205.151422972715,0.0172413793103448,3.53709349952957,30,"Mines"
"55","42","109","Pennsylvania","Snyder County",40372,"42109",31,1,76.7858912117309,0.032258064516129,2.47696423263648,0,"No Mines"
"56","42","111","Pennsylvania","Somerset County",73447,"42111",20,0,27.2305199667788,0,0,19,"Mines"
"57","42","113","Pennsylvania","Sullivan County",6066,"42113",1,0,16.4853280580284,0,0,0,"No Mines"
"58","42","115","Pennsylvania","Susquehanna County",40328,"42115",72,4,178.53600476096,0.0555555555555556,9.91866693116445,0,"No Mines"
"59","42","117","Pennsylvania","Tioga County",40591,"42117",14,2,34.4904042768101,0.142857142857143,4.92720061097288,0,"No Mines"
"60","42","119","Pennsylvania","Union County",44923,"42119",30,0,66.7809362687265,0,0,0,"No Mines"
"61","42","121","Pennsylvania","Venango County",50668,"42121",7,0,13.8154259098445,0,0,1,"Mines"
"62","42","123","Pennsylvania","Warren County",39191,"42123",1,1,2.55160623612564,1,2.55160623612564,0,"No Mines"
"63","42","125","Pennsylvania","Washington County",206865,"42125",92,2,44.473448867619,0.0217391304347826,0.966814105817804,1,"Mines"
"64","42","127","Pennsylvania","Wayne County",51361,"42127",87,3,169.38922528767,0.0344827586206897,5.84100776854033,0,"No Mines"
"65","42","129","Pennsylvania","Westmoreland County",348899,"42129",307,20,87.9910805132717,0.0651465798045603,5.73231794874735,3,"Mines"
"66","42","131","Pennsylvania","Wyoming County",26794,"42131",17,1,63.4470403821751,0.0588235294117647,3.7321788460103,0,"No Mines"
"67","42","133","Pennsylvania","York County",449058,"42133",546,14,121.587857247839,0.0256410256410256,3.1176373653292,0,"No Mines"
