Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/4/2020,AirNow,420270100,1,0.028,ppm,26,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/5/2020,AirNow,420270100,1,0.032,ppm,30,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/6/2020,AirNow,420270100,1,0.031,ppm,29,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/7/2020,AirNow,420270100,1,0.022,ppm,20,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/8/2020,AirNow,420270100,1,0.034,ppm,31,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/9/2020,AirNow,420270100,1,0.027,ppm,25,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/10/2020,AirNow,420270100,1,0.021,ppm,19,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/11/2020,AirNow,420270100,1,0.031,ppm,29,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/12/2020,AirNow,420270100,1,0.031,ppm,29,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/13/2020,AirNow,420270100,1,0.018,ppm,17,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/15/2020,AirNow,420270100,1,0.027,ppm,25,LAT/LON=POINT SW CORNER OF TRAILER,23,96,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/16/2020,AirNow,420270100,1,0.03,ppm,28,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/17/2020,AirNow,420270100,1,0.031,ppm,29,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/18/2020,AirNow,420270100,1,0.026,ppm,24,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/19/2020,AirNow,420270100,1,0.027,ppm,25,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/20/2020,AirNow,420270100,1,0.039,ppm,36,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/21/2020,AirNow,420270100,1,0.036,ppm,33,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/22/2020,AirNow,420270100,1,0.033,ppm,31,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/23/2020,AirNow,420270100,1,0.02,ppm,19,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/24/2020,AirNow,420270100,1,0.031,ppm,29,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/25/2020,AirNow,420270100,1,0.029,ppm,27,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/26/2020,AirNow,420270100,1,0.024,ppm,22,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/27/2020,AirNow,420270100,1,0.028,ppm,26,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/28/2020,AirNow,420270100,1,0.035,ppm,32,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/29/2020,AirNow,420270100,1,0.035,ppm,32,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/30/2020,AirNow,420270100,1,0.031,ppm,29,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/31/2020,AirNow,420270100,1,0.023,ppm,21,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/1/2020,AirNow,420270100,1,0.026,ppm,24,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/2/2020,AirNow,420270100,1,0.032,ppm,30,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/3/2020,AirNow,420270100,1,0.035,ppm,32,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/4/2020,AirNow,420270100,1,0.035,ppm,32,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/5/2020,AirNow,420270100,1,0.03,ppm,28,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/6/2020,AirNow,420270100,1,0.022,ppm,20,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/7/2020,AirNow,420270100,1,0.034,ppm,31,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/8/2020,AirNow,420270100,1,0.036,ppm,33,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/9/2020,AirNow,420270100,1,0.031,ppm,29,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/10/2020,AirNow,420270100,1,0.029,ppm,27,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/11/2020,AirNow,420270100,1,0.028,ppm,26,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/12/2020,AirNow,420270100,1,0.029,ppm,27,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/13/2020,AirNow,420270100,1,0.033,ppm,31,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/14/2020,AirNow,420270100,1,0.032,ppm,30,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/15/2020,AirNow,420270100,1,0.03,ppm,28,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/16/2020,AirNow,420270100,1,0.023,ppm,21,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/17/2020,AirNow,420270100,1,0.036,ppm,33,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/18/2020,AirNow,420270100,1,0.034,ppm,31,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/19/2020,AirNow,420270100,1,0.039,ppm,36,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/20/2020,AirNow,420270100,1,0.035,ppm,32,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/21/2020,AirNow,420270100,1,0.036,ppm,33,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/22/2020,AirNow,420270100,1,0.036,ppm,33,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/23/2020,AirNow,420270100,1,0.042,ppm,39,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/24/2020,AirNow,420270100,1,0.043,ppm,40,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/25/2020,AirNow,420270100,1,0.026,ppm,24,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/26/2020,AirNow,420270100,1,0.031,ppm,29,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/27/2020,AirNow,420270100,1,0.037,ppm,34,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/28/2020,AirNow,420270100,1,0.038,ppm,35,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
2/29/2020,AirNow,420270100,1,0.038,ppm,35,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/1/2020,AirNow,420270100,1,0.039,ppm,36,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/2/2020,AirNow,420270100,1,0.044,ppm,41,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/3/2020,AirNow,420270100,1,0.036,ppm,33,LAT/LON=POINT SW CORNER OF TRAILER,21,88,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/5/2020,AirNow,420270100,1,0.039,ppm,36,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/6/2020,AirNow,420270100,1,0.034,ppm,31,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/7/2020,AirNow,420270100,1,0.039,ppm,36,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/8/2020,AirNow,420270100,1,0.04,ppm,37,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/9/2020,AirNow,420270100,1,0.047,ppm,44,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/10/2020,AirNow,420270100,1,0.037,ppm,34,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/11/2020,AirNow,420270100,1,0.024,ppm,22,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/12/2020,AirNow,420270100,1,0.034,ppm,31,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/13/2020,AirNow,420270100,1,0.042,ppm,39,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/14/2020,AirNow,420270100,1,0.038,ppm,35,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/15/2020,AirNow,420270100,1,0.037,ppm,34,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/16/2020,AirNow,420270100,1,0.037,ppm,34,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/17/2020,AirNow,420270100,1,0.032,ppm,30,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/18/2020,AirNow,420270100,1,0.036,ppm,33,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/19/2020,AirNow,420270100,1,0.022,ppm,20,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/20/2020,AirNow,420270100,1,0.037,ppm,34,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/21/2020,AirNow,420270100,1,0.036,ppm,33,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/22/2020,AirNow,420270100,1,0.041,ppm,38,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/23/2020,AirNow,420270100,1,0.033,ppm,31,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/24/2020,AirNow,420270100,1,0.035,ppm,32,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/25/2020,AirNow,420270100,1,0.03,ppm,28,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/26/2020,AirNow,420270100,1,0.039,ppm,36,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/27/2020,AirNow,420270100,1,0.032,ppm,30,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/28/2020,AirNow,420270100,1,0.031,ppm,29,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/29/2020,AirNow,420270100,1,0.029,ppm,27,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/30/2020,AirNow,420270100,1,0.04,ppm,37,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
3/31/2020,AirNow,420270100,1,0.028,ppm,26,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/1/2020,AirNow,420270100,1,0.042,ppm,39,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/2/2020,AirNow,420270100,1,0.044,ppm,41,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/3/2020,AirNow,420270100,1,0.039,ppm,36,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/4/2020,AirNow,420270100,1,0.033,ppm,31,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/5/2020,AirNow,420270100,1,0.046,ppm,43,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/6/2020,AirNow,420270100,1,0.044,ppm,41,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/7/2020,AirNow,420270100,1,0.044,ppm,41,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/8/2020,AirNow,420270100,1,0.043,ppm,40,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/9/2020,AirNow,420270100,1,0.044,ppm,41,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/10/2020,AirNow,420270100,1,0.04,ppm,37,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/11/2020,AirNow,420270100,1,0.042,ppm,39,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/12/2020,AirNow,420270100,1,0.046,ppm,43,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/13/2020,AirNow,420270100,1,0.038,ppm,35,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/14/2020,AirNow,420270100,1,0.043,ppm,40,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/15/2020,AirNow,420270100,1,0.045,ppm,42,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/16/2020,AirNow,420270100,1,0.039,ppm,36,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/17/2020,AirNow,420270100,1,0.036,ppm,33,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/18/2020,AirNow,420270100,1,0.046,ppm,43,LAT/LON=POINT SW CORNER OF TRAILER,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
4/19/2020,AirNow,420270100,1,0.046,ppm,43,LAT/LON=POINT SW CORNER OF TRAILER,23,96,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.811389,-77.877028
1/1/2020,AirNow,420279991,1,0.033,ppm,31,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/2/2020,AirNow,420279991,1,0.036,ppm,33,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/3/2020,AirNow,420279991,1,0.021,ppm,19,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/4/2020,AirNow,420279991,1,0.03,ppm,28,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/5/2020,AirNow,420279991,1,0.034,ppm,31,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/6/2020,AirNow,420279991,1,0.034,ppm,31,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/7/2020,AirNow,420279991,1,0.027,ppm,25,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/8/2020,AirNow,420279991,1,0.036,ppm,33,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/9/2020,AirNow,420279991,1,0.031,ppm,29,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/10/2020,AirNow,420279991,1,0.028,ppm,26,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/11/2020,AirNow,420279991,1,0.034,ppm,31,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/12/2020,AirNow,420279991,1,0.034,ppm,31,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/13/2020,AirNow,420279991,1,0.022,ppm,20,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/14/2020,AirNow,420279991,1,0.026,ppm,24,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/15/2020,AirNow,420279991,1,0.031,ppm,29,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/16/2020,AirNow,420279991,1,0.033,ppm,31,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/17/2020,AirNow,420279991,1,0.035,ppm,32,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/18/2020,AirNow,420279991,1,0.029,ppm,27,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/19/2020,AirNow,420279991,1,0.028,ppm,26,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/20/2020,AirNow,420279991,1,0.043,ppm,40,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/21/2020,AirNow,420279991,1,0.041,ppm,38,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/22/2020,AirNow,420279991,1,0.035,ppm,32,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/23/2020,AirNow,420279991,1,0.03,ppm,28,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/24/2020,AirNow,420279991,1,0.035,ppm,32,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/25/2020,AirNow,420279991,1,0.033,ppm,31,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/26/2020,AirNow,420279991,1,0.026,ppm,24,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/27/2020,AirNow,420279991,1,0.032,ppm,30,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/28/2020,AirNow,420279991,1,0.038,ppm,35,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/29/2020,AirNow,420279991,1,0.039,ppm,36,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/30/2020,AirNow,420279991,1,0.036,ppm,33,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
1/31/2020,AirNow,420279991,1,0.026,ppm,24,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
2/1/2020,AirNow,420279991,1,0.03,ppm,28,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
2/2/2020,AirNow,420279991,1,0.035,ppm,32,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
2/3/2020,AirNow,420279991,1,0.039,ppm,36,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
2/4/2020,AirNow,420279991,1,0.04,ppm,37,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
2/5/2020,AirNow,420279991,1,0.034,ppm,31,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
2/6/2020,AirNow,420279991,1,0.026,ppm,24,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
2/7/2020,AirNow,420279991,1,0.038,ppm,35,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
2/8/2020,AirNow,420279991,1,0.039,ppm,36,Penn State,24,100,44201,Ozone,44300,"State College, PA",42,Pennsylvania,27,Centre,40.7208,-77.9319
