Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
2/1/2020,AirNow,420031376,1,17.7,ug/m3 LC,63,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/2/2020,AirNow,420031376,1,7.1,ug/m3 LC,30,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/3/2020,AirNow,420031376,1,8.6,ug/m3 LC,36,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/4/2020,AirNow,420031376,1,6.5,ug/m3 LC,27,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/5/2020,AirNow,420031376,1,4.5,ug/m3 LC,19,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/6/2020,AirNow,420031376,1,6,ug/m3 LC,25,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/7/2020,AirNow,420031376,1,5.2,ug/m3 LC,22,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/8/2020,AirNow,420031376,1,10.2,ug/m3 LC,43,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/9/2020,AirNow,420031376,1,8.5,ug/m3 LC,35,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/10/2020,AirNow,420031376,1,3.8,ug/m3 LC,16,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/11/2020,AirNow,420031376,1,10.3,ug/m3 LC,43,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/12/2020,AirNow,420031376,1,12.7,ug/m3 LC,52,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/13/2020,AirNow,420031376,1,7.4,ug/m3 LC,31,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/14/2020,AirNow,420031376,1,5.2,ug/m3 LC,22,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/15/2020,AirNow,420031376,1,9.8,ug/m3 LC,41,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/16/2020,AirNow,420031376,1,8.2,ug/m3 LC,34,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/17/2020,AirNow,420031376,1,12.7,ug/m3 LC,52,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/18/2020,AirNow,420031376,1,7.9,ug/m3 LC,33,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/19/2020,AirNow,420031376,1,9.1,ug/m3 LC,38,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/20/2020,AirNow,420031376,1,7.6,ug/m3 LC,32,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/21/2020,AirNow,420031376,1,8.5,ug/m3 LC,35,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/22/2020,AirNow,420031376,1,9.7,ug/m3 LC,40,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/23/2020,AirNow,420031376,1,11.6,ug/m3 LC,48,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/24/2020,AirNow,420031376,1,14.1,ug/m3 LC,55,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/25/2020,AirNow,420031376,1,10.3,ug/m3 LC,43,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/26/2020,AirNow,420031376,1,8.5,ug/m3 LC,35,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/27/2020,AirNow,420031376,1,4.3,ug/m3 LC,18,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/28/2020,AirNow,420031376,1,9.2,ug/m3 LC,38,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
2/29/2020,AirNow,420031376,1,6.6,ug/m3 LC,28,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/1/2020,AirNow,420031376,1,7.7,ug/m3 LC,32,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/2/2020,AirNow,420031376,1,14,ug/m3 LC,55,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/3/2020,AirNow,420031376,1,7.2,ug/m3 LC,30,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/4/2020,AirNow,420031376,1,4.6,ug/m3 LC,19,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/5/2020,AirNow,420031376,1,9.2,ug/m3 LC,38,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/6/2020,AirNow,420031376,1,9.5,ug/m3 LC,40,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/7/2020,AirNow,420031376,1,6.6,ug/m3 LC,28,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/8/2020,AirNow,420031376,1,11,ug/m3 LC,46,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/9/2020,AirNow,420031376,1,15.5,ug/m3 LC,58,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/10/2020,AirNow,420031376,1,8.3,ug/m3 LC,35,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/11/2020,AirNow,420031376,1,14.3,ug/m3 LC,56,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/12/2020,AirNow,420031376,1,13.3,ug/m3 LC,54,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/13/2020,AirNow,420031376,1,7,ug/m3 LC,29,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/14/2020,AirNow,420031376,1,6.5,ug/m3 LC,27,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/15/2020,AirNow,420031376,1,7.5,ug/m3 LC,31,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/16/2020,AirNow,420031376,1,5.5,ug/m3 LC,23,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/17/2020,AirNow,420031376,1,9.8,ug/m3 LC,41,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/18/2020,AirNow,420031376,1,10,ug/m3 LC,42,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/19/2020,AirNow,420031376,1,6.4,ug/m3 LC,27,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/20/2020,AirNow,420031376,1,4.7,ug/m3 LC,20,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/21/2020,AirNow,420031376,1,5.6,ug/m3 LC,23,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/22/2020,AirNow,420031376,1,6.5,ug/m3 LC,27,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/23/2020,AirNow,420031376,1,5.6,ug/m3 LC,23,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/24/2020,AirNow,420031376,1,9.1,ug/m3 LC,38,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/25/2020,AirNow,420031376,1,4.7,ug/m3 LC,20,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/26/2020,AirNow,420031376,1,9.4,ug/m3 LC,39,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/27/2020,AirNow,420031376,1,11.7,ug/m3 LC,49,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/28/2020,AirNow,420031376,1,12.8,ug/m3 LC,52,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/29/2020,AirNow,420031376,1,4.4,ug/m3 LC,18,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/30/2020,AirNow,420031376,1,3,ug/m3 LC,13,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
3/31/2020,AirNow,420031376,1,5.6,ug/m3 LC,23,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/1/2020,AirNow,420031376,1,5,ug/m3 LC,21,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/2/2020,AirNow,420031376,1,4.7,ug/m3 LC,20,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/3/2020,AirNow,420031376,1,4.3,ug/m3 LC,18,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/4/2020,AirNow,420031376,1,8,ug/m3 LC,33,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/5/2020,AirNow,420031376,1,16,ug/m3 LC,59,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/6/2020,AirNow,420031376,1,6.9,ug/m3 LC,29,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/7/2020,AirNow,420031376,1,14.6,ug/m3 LC,56,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/8/2020,AirNow,420031376,1,7.2,ug/m3 LC,30,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/9/2020,AirNow,420031376,1,5.5,ug/m3 LC,23,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/10/2020,AirNow,420031376,1,4.3,ug/m3 LC,18,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/11/2020,AirNow,420031376,1,6.8,ug/m3 LC,28,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/12/2020,AirNow,420031376,1,9.7,ug/m3 LC,40,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/13/2020,AirNow,420031376,1,3.1,ug/m3 LC,13,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/14/2020,AirNow,420031376,1,7,ug/m3 LC,29,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/15/2020,AirNow,420031376,1,7.9,ug/m3 LC,33,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/16/2020,AirNow,420031376,1,8.6,ug/m3 LC,36,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/17/2020,AirNow,420031376,1,11.4,ug/m3 LC,48,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/18/2020,AirNow,420031376,1,8.4,ug/m3 LC,35,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
4/19/2020,AirNow,420031376,1,8.1,ug/m3 LC,34,Parkway East Near-Road,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.43743,-79.863572
1/1/2020,AirNow,420050001,5,6,ug/m3 LC,25,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/2/2020,AirNow,420050001,5,7.3,ug/m3 LC,30,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/3/2020,AirNow,420050001,5,8,ug/m3 LC,33,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/4/2020,AirNow,420050001,5,5.8,ug/m3 LC,24,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/5/2020,AirNow,420050001,5,7.6,ug/m3 LC,32,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/6/2020,AirNow,420050001,5,3.7,ug/m3 LC,15,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/7/2020,AirNow,420050001,5,8,ug/m3 LC,33,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/8/2020,AirNow,420050001,5,3,ug/m3 LC,13,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/9/2020,AirNow,420050001,5,5.5,ug/m3 LC,23,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/10/2020,AirNow,420050001,5,5.9,ug/m3 LC,25,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/11/2020,AirNow,420050001,5,4.2,ug/m3 LC,18,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/12/2020,AirNow,420050001,5,1.7,ug/m3 LC,7,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/13/2020,AirNow,420050001,5,5.2,ug/m3 LC,22,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/14/2020,AirNow,420050001,5,6.7,ug/m3 LC,28,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/15/2020,AirNow,420050001,5,9.9,ug/m3 LC,41,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/16/2020,AirNow,420050001,5,6.5,ug/m3 LC,27,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/17/2020,AirNow,420050001,5,4.6,ug/m3 LC,19,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/18/2020,AirNow,420050001,5,6.2,ug/m3 LC,26,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/19/2020,AirNow,420050001,5,10.1,ug/m3 LC,42,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/20/2020,AirNow,420050001,5,10.3,ug/m3 LC,43,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/21/2020,AirNow,420050001,5,10.3,ug/m3 LC,43,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/22/2020,AirNow,420050001,5,12.4,ug/m3 LC,52,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/23/2020,AirNow,420050001,5,12,ug/m3 LC,50,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/24/2020,AirNow,420050001,5,14.8,ug/m3 LC,57,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/25/2020,AirNow,420050001,5,8.5,ug/m3 LC,35,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/26/2020,AirNow,420050001,5,10.3,ug/m3 LC,43,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/27/2020,AirNow,420050001,5,10,ug/m3 LC,42,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/28/2020,AirNow,420050001,5,15.8,ug/m3 LC,59,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/29/2020,AirNow,420050001,5,6.8,ug/m3 LC,28,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/30/2020,AirNow,420050001,5,14.9,ug/m3 LC,57,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/31/2020,AirNow,420050001,5,13.9,ug/m3 LC,55,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
2/1/2020,AirNow,420050001,5,16.6,ug/m3 LC,60,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
2/2/2020,AirNow,420050001,5,4.7,ug/m3 LC,20,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
2/3/2020,AirNow,420050001,5,6,ug/m3 LC,25,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
2/4/2020,AirNow,420050001,5,9.8,ug/m3 LC,41,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
2/5/2020,AirNow,420050001,5,9.2,ug/m3 LC,38,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
2/6/2020,AirNow,420050001,5,8.2,ug/m3 LC,34,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
2/7/2020,AirNow,420050001,5,7.1,ug/m3 LC,30,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
2/8/2020,AirNow,420050001,5,11.8,ug/m3 LC,49,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
2/9/2020,AirNow,420050001,5,6.4,ug/m3 LC,27,LAT/LON IS CENTER OF TRAILER,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,5,Armstrong,40.81418262,-79.56474978
1/1/2020,AirNow,420070014,7,6.9,ug/m3 LC,29,,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,7,Beaver,40.74779586,-80.31644171
1/2/2020,AirNow,420070014,7,10,ug/m3 LC,42,,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,7,Beaver,40.74779586,-80.31644171
1/3/2020,AirNow,420070014,7,17.4,ug/m3 LC,62,,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,7,Beaver,40.74779586,-80.31644171
1/4/2020,AirNow,420070014,7,8.2,ug/m3 LC,34,,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,7,Beaver,40.74779586,-80.31644171
